commit_hash,actor,branch,commit_message,event_type,files_changed,lines_added,lines_deleted,lines_changed,execution_time_seg,test_duration_sec,build_duration_sec,failed_job_name,failed_steps_count,log_category,dia_semana,hora_dia,is_weekend,is_hotfix_branch,is_feature_branch,is_main_branch,has_docker_change,has_db_change,has_api_change,has_frontend_change,has_login_change,has_dependency_change,has_env_change,has_migration_change,commit_action,commit_scope,risk_score_synthetic,status
4e195bde,anndrew492,feature/dashboard,update api module,push,13,364,70,434,417,133,250,none,0,none,2,4,0,0,1,0,0,0,1,0,0,0,0,0,update,api,0.3299,success
04c1e1ed,maria_backend,main,fix dependencies module,push,19,174,139,313,468,155,249,security-and-build,4,dependency,6,7,1,0,0,1,0,0,0,0,0,1,0,0,fix,dependencies,0.8572,failure
c37ac313,carlos_dev,main,rollback login module,pull_request,15,332,325,657,436,247,117,quality-and-testing,3,env,7,8,1,0,0,1,0,0,0,0,1,0,0,0,rollback,login,0.8552,failure
1aa7c5ba,anndrew492,hotfix/urgente,remove tests module,push,17,286,303,589,564,269,219,security-and-build,2,timeout,2,2,0,1,0,0,0,0,0,0,0,0,0,0,remove,tests,0.6385,failure
fca39a4a,junior_juan,ci/cd-proyecto,remove dependencies module,pull_request,12,30,302,332,363,171,131,security-and-build,4,dependency,3,5,0,0,0,0,0,0,0,0,0,1,0,0,remove,dependencies,0.4683,failure
ca4ad858,junior_juan,release/v1,refactor dashboard module,push,20,571,118,689,640,327,273,security-and-build,5,timeout,5,19,0,0,0,0,0,0,0,1,0,0,0,0,refactor,dashboard,0.5588,failure
ddf093d6,anndrew492,ci/cd-proyecto,remove docker module,push,3,298,222,520,554,223,315,none,0,none,3,17,0,0,0,0,1,0,0,0,0,0,0,0,remove,docker,0.4131,success
8d683535,anndrew492,hotfix/urgente,merge billing module,push,7,37,354,391,237,161,39,none,0,none,5,12,0,1,0,0,0,0,0,0,0,0,0,0,merge,billing,0.4223,success
3d5cd4db,carlos_dev,feature/pagos,add api module,pull_request,6,534,2,536,396,174,176,telemetry-dispatch,3,env,6,2,1,0,1,0,0,0,1,0,0,0,0,0,add,api,0.4579,failure
e7c732af,maria_backend,feature/dashboard,merge dependencies module,pull_request,14,359,174,533,455,140,287,none,0,none,3,23,0,0,1,0,0,0,0,0,0,1,0,0,merge,dependencies,0.3852,success
fad4fc40,maria_backend,feature/dashboard,update frontend module,push,12,299,126,425,98,57,31,none,0,none,2,0,0,0,1,0,0,0,0,1,0,0,0,0,update,frontend,0.2206,success
fa93f5cf,carlos_dev,hotfix/urgente,fix security module,pull_request,18,619,304,923,352,210,96,security-and-build,5,security,4,23,0,1,0,0,0,0,0,0,0,0,0,0,fix,security,0.9200,failure
a9ca9153,carlos_dev,hotfix/urgente,remove environment module,pull_request,13,453,49,502,309,73,230,security-and-build,2,dependency,5,2,0,1,0,0,0,0,0,0,0,0,1,0,remove,environment,0.8170,failure
39a5b4d5,junior_juan,hotfix/urgente,merge dashboard module,push,17,140,163,303,380,157,164,quality-and-testing,2,test,6,15,1,1,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.7385,failure
6249d5e4,maria_backend,hotfix/urgente,rollback api module,push,13,169,25,194,308,16,213,quality-and-testing,1,runtime,2,12,0,1,0,0,0,0,1,0,0,0,0,0,rollback,api,0.7106,failure
40188037,carlos_dev,main,rollback migration module,push,7,492,173,665,563,262,274,quality-and-testing,5,database,7,13,1,0,0,1,0,0,0,0,0,0,0,1,rollback,migration,0.9200,failure
6d749a9e,anndrew492,release/v1,update environment module,pull_request,1,469,257,726,465,145,309,security-and-build,4,security,5,5,0,0,0,0,0,0,0,0,0,0,1,0,update,environment,0.5614,failure
57050cf4,maria_backend,ci/cd-proyecto,merge security module,pull_request,17,305,31,336,283,26,246,none,0,none,7,11,1,0,0,0,0,0,0,0,0,0,0,0,merge,security,0.2631,success
e7e9a5bb,junior_juan,main,update dependencies module,push,15,91,13,104,370,51,266,security-and-build,1,dependency,3,18,0,0,0,1,0,0,0,0,0,1,0,0,update,dependencies,0.7620,failure
613a2ba3,maria_backend,release/v1,remove dependencies module,pull_request,15,185,251,436,465,62,318,security-and-build,5,dependency,1,16,0,0,0,0,0,0,0,0,0,1,0,0,remove,dependencies,0.5829,failure
8179260f,anndrew492,feature/pagos,add auth module,pull_request,10,576,48,624,391,228,107,security-and-build,3,dependency,4,16,0,0,1,0,0,0,0,0,1,0,0,0,add,auth,0.4888,failure
17f343ef,carlos_dev,feature/api,refactor billing module,pull_request,2,198,128,326,171,16,138,none,0,none,6,8,1,0,1,0,0,0,0,0,0,0,0,0,refactor,billing,0.0963,success
71da3bce,junior_juan,release/v1,refactor auth module,pull_request,1,249,182,431,332,47,228,none,0,none,2,3,0,0,0,0,0,0,0,0,1,0,0,0,refactor,auth,0.2857,success
fa202d38,maria_backend,feature/dashboard,rollback security module,pull_request,15,575,223,798,518,190,266,none,0,none,4,3,0,0,1,0,0,0,0,0,0,0,0,0,rollback,security,0.3145,success
df23e8a9,carlos_dev,release/v1,add docker module,pull_request,5,168,224,392,307,24,211,none,0,none,5,18,0,0,0,0,1,0,0,0,0,0,0,0,add,docker,0.3317,success
0ad33e5f,maria_backend,feature/api,fix migration module,pull_request,8,52,296,348,376,244,64,none,0,none,5,13,0,0,1,0,0,0,0,0,0,0,0,1,fix,migration,0.2813,success
db3a8a1d,anndrew492,main,merge tests module,pull_request,12,139,313,452,239,60,118,none,0,none,2,3,0,0,0,1,0,0,0,0,0,0,0,0,merge,tests,0.2348,success
863632af,junior_juan,release/v1,add dashboard module,pull_request,21,133,136,269,348,84,259,none,0,none,7,6,1,0,0,0,0,0,0,1,0,0,0,0,add,dashboard,0.0336,success
dfc44d05,maria_backend,main,merge environment module,pull_request,3,167,56,223,303,67,221,none,0,none,1,22,0,0,0,1,0,0,0,0,0,0,1,0,merge,environment,0.2850,success
3ae276c6,anndrew492,feature/pagos,add frontend module,pull_request,3,614,238,852,495,115,337,none,0,none,5,15,0,0,1,0,0,0,0,1,0,0,0,0,add,frontend,0.0690,success
babe6ebf,carlos_dev,release/v1,remove dependencies module,pull_request,7,511,171,682,456,141,246,security-and-build,3,dependency,6,6,1,0,0,0,0,0,0,0,0,1,0,0,remove,dependencies,0.7395,failure
44f74989,junior_juan,hotfix/urgente,remove auth module,pull_request,20,528,98,626,549,210,279,security-and-build,3,timeout,6,22,1,1,0,0,0,0,0,0,1,0,0,0,remove,auth,0.9200,failure
113c07de,anndrew492,release/v1,remove dashboard module,pull_request,5,384,360,744,502,187,231,none,0,none,1,13,0,0,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.1596,success
add187f0,junior_juan,main,rollback dashboard module,push,8,99,48,147,194,23,112,security-and-build,4,docker,1,20,0,0,0,1,0,0,0,1,0,0,0,0,rollback,dashboard,0.5304,failure
df7c0ec7,carlos_dev,feature/dashboard,refactor dependencies module,push,7,376,139,515,507,163,271,security-and-build,5,dependency,7,20,1,0,1,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.6249,failure
8ef717f8,maria_backend,feature/api,rollback auth module,pull_request,14,24,344,368,398,138,172,quality-and-testing,1,database,7,5,1,0,1,0,0,0,0,0,1,0,0,0,rollback,auth,0.5865,failure
79c09250,maria_backend,release/v1,update auth module,pull_request,4,628,130,758,569,247,308,quality-and-testing,4,timeout,5,1,0,0,0,0,0,0,0,0,1,0,0,0,update,auth,0.4596,failure
628f232b,junior_juan,main,fix docker module,push,9,360,87,447,351,66,245,security-and-build,2,docker,6,4,1,0,0,1,1,0,0,0,0,0,0,0,fix,docker,0.8255,failure
aba9fc69,junior_juan,hotfix/urgente,refactor api module,pull_request,20,325,270,595,441,231,188,quality-and-testing,5,database,3,1,0,1,0,0,0,0,1,0,0,0,0,0,refactor,api,0.7199,failure
2bf24668,junior_juan,main,add dashboard module,push,9,214,344,558,456,198,234,none,0,none,2,0,0,0,0,1,0,0,0,1,0,0,0,0,add,dashboard,0.3916,success
2129d542,junior_juan,feature/api,remove environment module,pull_request,14,555,86,641,424,177,190,security-and-build,1,env,2,1,0,0,1,0,0,0,0,0,0,0,1,0,remove,environment,0.7449,failure
c0539595,junior_juan,hotfix/urgente,refactor billing module,push,19,621,14,635,532,238,249,telemetry-dispatch,3,timeout,2,12,0,1,0,0,0,0,0,0,0,0,0,0,refactor,billing,0.7387,failure
954ef8e8,maria_backend,feature/dashboard,fix auth module,pull_request,18,213,283,496,337,103,164,telemetry-dispatch,4,env,4,2,0,0,1,0,0,0,0,0,1,0,0,0,fix,auth,0.4740,failure
55d3a601,maria_backend,feature/api,merge dependencies module,pull_request,6,502,36,538,492,216,212,none,0,none,2,6,0,0,1,0,0,0,0,0,0,1,0,0,merge,dependencies,0.3115,success
08b5cf90,carlos_dev,main,remove dependencies module,push,5,88,334,422,466,92,348,security-and-build,3,dependency,2,5,0,0,0,1,0,0,0,0,0,1,0,0,remove,dependencies,0.8466,failure
56f76617,anndrew492,feature/dashboard,merge api module,pull_request,4,196,15,211,198,17,104,none,0,none,3,23,0,0,1,0,0,0,1,0,0,0,0,0,merge,api,0.2096,success
1d855687,junior_juan,feature/api,fix auth module,push,9,567,13,580,395,174,187,quality-and-testing,1,runtime,3,2,0,0,1,0,0,0,0,0,1,0,0,0,fix,auth,0.4863,failure
ed5cc54c,maria_backend,feature/dashboard,add docker module,pull_request,4,593,168,761,491,121,351,none,0,none,2,21,0,0,1,0,1,0,0,0,0,0,0,0,add,docker,0.4372,success
cf77147f,junior_juan,main,update docker module,push,5,139,186,325,435,181,240,security-and-build,1,docker,6,13,1,0,0,1,1,0,0,0,0,0,0,0,update,docker,0.7537,failure
08298854,anndrew492,ci/cd-proyecto,merge docker module,pull_request,8,407,291,698,496,127,281,security-and-build,3,docker,5,6,0,0,0,0,1,0,0,0,0,0,0,0,merge,docker,0.5003,failure
959b18a5,junior_juan,main,add frontend module,pull_request,14,479,193,672,582,271,283,none,0,none,2,12,0,0,0,1,0,0,0,1,0,0,0,0,add,frontend,0.1076,success
10b5d11a,maria_backend,ci/cd-proyecto,fix tests module,push,18,208,311,519,567,343,180,none,0,none,7,17,1,0,0,0,0,0,0,0,0,0,0,0,fix,tests,0.4005,success
85495200,maria_backend,main,refactor tests module,push,16,377,196,573,503,242,242,quality-and-testing,3,test,4,6,0,0,0,1,0,0,0,0,0,0,0,0,refactor,tests,0.5664,failure
f43dc4c3,junior_juan,feature/pagos,add auth module,push,18,161,299,460,281,105,112,quality-and-testing,3,test,2,2,0,0,1,0,0,0,0,0,1,0,0,0,add,auth,0.5344,failure
88d2d3f3,junior_juan,release/v1,update dependencies module,push,13,54,66,120,336,34,283,none,0,none,3,17,0,0,0,0,0,0,0,0,0,1,0,0,update,dependencies,0.4059,success
04265af1,anndrew492,ci/cd-proyecto,merge dependencies module,push,13,507,42,549,694,280,329,security-and-build,4,dependency,4,3,0,0,0,0,0,0,0,0,0,1,0,0,merge,dependencies,0.6219,failure
b8e19468,maria_backend,feature/api,rollback migration module,pull_request,21,265,278,543,632,254,299,quality-and-testing,1,database,6,12,1,0,1,0,0,0,0,0,0,0,0,1,rollback,migration,0.5218,failure
5bd9bfce,carlos_dev,feature/pagos,rollback billing module,push,6,359,30,389,302,201,47,none,0,none,3,4,0,0,1,0,0,0,0,0,0,0,0,0,rollback,billing,0.2827,success
95f812ed,anndrew492,hotfix/urgente,add billing module,pull_request,5,113,225,338,392,59,246,none,0,none,6,19,1,1,0,0,0,0,0,0,0,0,0,0,add,billing,0.3873,success
c28eaa19,carlos_dev,feature/dashboard,remove dashboard module,push,5,577,279,856,610,242,314,none,0,none,1,15,0,0,1,0,0,0,0,1,0,0,0,0,remove,dashboard,0.2429,success
c8ebf13f,junior_juan,feature/pagos,remove docker module,pull_request,15,488,344,832,623,155,428,security-and-build,2,docker,3,3,0,0,1,0,1,0,0,0,0,0,0,0,remove,docker,0.7484,failure
f368abf2,junior_juan,feature/dashboard,rollback docker module,pull_request,16,89,126,215,330,44,213,none,0,none,5,10,0,0,1,0,1,0,0,0,0,0,0,0,rollback,docker,0.3904,success
ddef49cc,junior_juan,main,refactor login module,pull_request,7,378,165,543,307,149,88,none,0,none,4,0,0,0,0,1,0,0,0,0,1,0,0,0,refactor,login,0.3757,success
cb0e75cb,anndrew492,ci/cd-proyecto,merge dependencies module,pull_request,8,341,197,538,533,178,340,security-and-build,2,dependency,5,11,0,0,0,0,0,0,0,0,0,1,0,0,merge,dependencies,0.4518,failure
641566e5,junior_juan,feature/pagos,add security module,pull_request,5,119,77,196,410,208,116,none,0,none,5,16,0,0,1,0,0,0,0,0,0,0,0,0,add,security,0.0300,success
476a57d0,junior_juan,feature/dashboard,refactor dependencies module,pull_request,7,621,328,949,448,236,200,security-and-build,5,dependency,5,21,0,0,1,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.6840,failure
1eb80e7b,carlos_dev,ci/cd-proyecto,remove billing module,pull_request,7,164,169,333,406,99,240,none,0,none,7,12,1,0,0,0,0,0,0,0,0,0,0,0,remove,billing,0.0300,success
66b5d87e,anndrew492,feature/dashboard,add database module,push,19,476,128,604,659,353,253,quality-and-testing,5,database,3,11,0,0,1,0,0,1,0,0,0,0,0,0,add,database,0.6889,failure
5c3ed448,anndrew492,feature/dashboard,remove docker module,pull_request,7,403,252,655,511,265,234,security-and-build,2,docker,1,1,0,0,1,0,1,0,0,0,0,0,0,0,remove,docker,0.5783,failure
fd7a018f,junior_juan,hotfix/urgente,fix tests module,pull_request,20,116,192,308,314,31,229,quality-and-testing,1,test,2,10,0,1,0,0,0,0,0,0,0,0,0,0,fix,tests,0.6823,failure
1b213d74,anndrew492,hotfix/urgente,rollback tests module,push,17,296,174,470,311,213,27,quality-and-testing,4,test,2,1,0,1,0,0,0,0,0,0,0,0,0,0,rollback,tests,0.8575,failure
b325f4aa,maria_backend,feature/api,refactor tests module,push,6,591,252,843,428,149,214,none,0,none,7,5,1,0,1,0,0,0,0,0,0,0,0,0,refactor,tests,0.4372,success
a6b79c1d,maria_backend,feature/pagos,merge auth module,push,7,471,44,515,482,208,230,none,0,none,2,20,0,0,1,0,0,0,0,0,1,0,0,0,merge,auth,0.3908,success
5486fe82,carlos_dev,hotfix/urgente,add environment module,pull_request,10,94,121,215,253,143,46,quality-and-testing,4,runtime,6,0,1,1,0,0,0,0,0,0,0,0,1,0,add,environment,0.6607,failure
13773dc2,anndrew492,feature/pagos,update billing module,push,6,358,150,508,621,214,341,none,0,none,4,11,0,0,1,0,0,0,0,0,0,0,0,0,update,billing,0.2237,success
162112a3,carlos_dev,hotfix/urgente,fix migration module,push,6,536,96,632,594,402,127,quality-and-testing,5,database,1,17,0,1,0,0,0,0,0,0,0,0,0,1,fix,migration,0.9200,failure
1977e838,junior_juan,feature/api,update auth module,pull_request,9,384,102,486,285,209,67,none,0,none,1,17,0,0,1,0,0,0,0,0,1,0,0,0,update,auth,0.2510,success
3bff7a69,junior_juan,feature/pagos,remove billing module,push,7,49,333,382,255,55,183,none,0,none,5,23,0,0,1,0,0,0,0,0,0,0,0,0,remove,billing,0.1497,success
28216815,maria_backend,feature/api,rollback tests module,push,5,263,315,578,530,266,175,none,0,none,6,6,1,0,1,0,0,0,0,0,0,0,0,0,rollback,tests,0.3610,success
5617fc8b,carlos_dev,feature/pagos,refactor frontend module,push,18,392,296,688,316,147,158,security-and-build,4,dependency,5,1,0,0,1,0,0,0,0,1,0,0,0,0,refactor,frontend,0.5757,failure
72b7bc19,maria_backend,hotfix/urgente,refactor dependencies module,push,12,510,249,759,362,135,208,security-and-build,2,dependency,7,10,1,1,0,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.9200,failure
0554a243,junior_juan,ci/cd-proyecto,update api module,push,10,185,147,332,352,208,131,security-and-build,3,dependency,6,19,1,0,0,0,0,0,1,0,0,0,0,0,update,api,0.4672,failure
493abc7d,junior_juan,ci/cd-proyecto,refactor dashboard module,push,2,324,127,451,287,42,230,none,0,none,2,6,0,0,0,0,0,0,0,1,0,0,0,0,refactor,dashboard,0.2389,success
420ec01c,anndrew492,main,update migration module,push,14,558,248,806,654,292,312,quality-and-testing,2,database,4,23,0,0,0,1,0,0,0,0,0,0,0,1,update,migration,0.9200,failure
6e853acb,anndrew492,feature/dashboard,update environment module,pull_request,16,108,343,451,109,25,73,quality-and-testing,2,runtime,7,11,1,0,1,0,0,0,0,0,0,0,1,0,update,environment,0.5084,failure
69fb128a,maria_backend,hotfix/urgente,update frontend module,push,7,270,237,507,427,322,100,quality-and-testing,5,test,6,4,1,1,0,0,0,0,0,1,0,0,0,0,update,frontend,0.6117,failure
d170cdac,anndrew492,ci/cd-proyecto,remove frontend module,push,4,219,345,564,405,195,174,none,0,none,6,3,1,0,0,0,0,0,0,1,0,0,0,0,remove,frontend,0.2989,success
003f9771,carlos_dev,feature/api,refactor dashboard module,pull_request,21,183,236,419,244,137,20,none,0,none,5,1,0,0,1,0,0,0,0,1,0,0,0,0,refactor,dashboard,0.1037,success
f031ac42,carlos_dev,release/v1,refactor api module,push,3,32,102,134,277,156,71,none,0,none,5,23,0,0,0,0,0,0,1,0,0,0,0,0,refactor,api,0.3851,success
a8697eb0,carlos_dev,feature/pagos,fix api module,push,9,573,24,597,530,301,145,none,0,none,5,12,0,0,1,0,0,0,1,0,0,0,0,0,fix,api,0.4090,success
83870fb7,junior_juan,feature/pagos,merge dependencies module,push,10,37,340,377,476,185,251,security-and-build,4,dependency,1,12,0,0,1,0,0,0,0,0,0,1,0,0,merge,dependencies,0.4726,failure
d14d7df5,junior_juan,feature/api,rollback frontend module,push,4,200,292,492,194,104,62,quality-and-testing,4,test,7,5,1,0,1,0,0,0,0,1,0,0,0,0,rollback,frontend,0.5380,failure
47bb982a,anndrew492,hotfix/urgente,rollback auth module,pull_request,12,541,273,814,603,262,278,quality-and-testing,1,timeout,2,23,0,1,0,0,0,0,0,0,1,0,0,0,rollback,auth,0.9200,failure
e317eaeb,maria_backend,main,fix billing module,push,13,20,210,230,287,29,237,none,0,none,5,12,0,0,0,1,0,0,0,0,0,0,0,0,fix,billing,0.2231,success
10a33168,carlos_dev,feature/dashboard,merge api module,push,7,341,187,528,478,289,171,none,0,none,2,21,0,0,1,0,0,0,1,0,0,0,0,0,merge,api,0.3751,success
b3d4c680,carlos_dev,ci/cd-proyecto,update dashboard module,push,18,255,307,562,463,193,182,none,0,none,3,17,0,0,0,0,0,0,0,1,0,0,0,0,update,dashboard,0.3670,success
86dcd44b,anndrew492,hotfix/urgente,add dependencies module,pull_request,11,328,51,379,497,108,318,security-and-build,1,dependency,5,12,0,1,0,0,0,0,0,0,0,1,0,0,add,dependencies,0.7014,failure
f6efdf87,junior_juan,ci/cd-proyecto,remove migration module,push,9,555,5,560,554,289,222,quality-and-testing,1,database,1,12,0,0,0,0,0,0,0,0,0,0,0,1,remove,migration,0.6100,failure
85d917eb,anndrew492,feature/pagos,update api module,push,2,83,301,384,430,142,225,none,0,none,3,16,0,0,1,0,0,0,1,0,0,0,0,0,update,api,0.3334,success
d16ad544,anndrew492,ci/cd-proyecto,add tests module,pull_request,12,89,254,343,493,190,223,none,0,none,2,14,0,0,0,0,0,0,0,0,0,0,0,0,add,tests,0.0300,success
7122824b,carlos_dev,main,merge api module,pull_request,10,386,46,432,336,98,160,none,0,none,6,6,1,0,0,1,0,0,1,0,0,0,0,0,merge,api,0.4489,success
e8809491,junior_juan,main,merge dependencies module,pull_request,12,572,122,694,639,159,401,security-and-build,3,dependency,3,4,0,0,0,1,0,0,0,0,0,1,0,0,merge,dependencies,0.7290,failure
b01d37db,carlos_dev,ci/cd-proyecto,rollback database module,push,20,483,231,714,495,248,201,quality-and-testing,5,database,1,3,0,0,0,0,0,1,0,0,0,0,0,0,rollback,database,0.9200,failure
7ae72088,junior_juan,release/v1,add security module,pull_request,18,103,339,442,240,149,25,none,0,none,1,9,0,0,0,0,0,0,0,0,0,0,0,0,add,security,0.0814,success
f5d0a27e,carlos_dev,ci/cd-proyecto,add migration module,push,13,362,279,641,500,306,107,quality-and-testing,1,database,6,14,1,0,0,0,0,0,0,0,0,0,0,1,add,migration,0.8021,failure
7e0e01e2,carlos_dev,hotfix/urgente,update migration module,pull_request,26,154,58,212,528,299,196,quality-and-testing,1,database,6,23,1,1,0,0,0,0,0,0,0,0,0,1,update,migration,0.7903,failure
47696999,anndrew492,main,remove migration module,pull_request,21,21,49,70,224,65,112,quality-and-testing,1,database,4,11,0,0,0,1,0,0,0,0,0,0,0,1,remove,migration,0.4581,failure
407ea4f2,carlos_dev,release/v1,rollback login module,pull_request,7,89,245,334,111,23,60,telemetry-dispatch,3,env,5,10,0,0,0,0,0,0,0,0,1,0,0,0,rollback,login,0.4791,failure
cb907999,junior_juan,feature/api,rollback api module,push,6,415,85,500,312,140,136,quality-and-testing,3,syntax,4,13,0,0,1,0,0,0,1,0,0,0,0,0,rollback,api,0.4986,failure
36d6db7a,maria_backend,release/v1,remove database module,pull_request,11,519,360,879,531,302,218,quality-and-testing,2,database,4,14,0,0,0,0,0,1,0,0,0,0,0,0,remove,database,0.6519,failure
861b60f6,maria_backend,release/v1,rollback billing module,pull_request,16,309,145,454,316,201,45,none,0,none,5,20,0,0,0,0,0,0,0,0,0,0,0,0,rollback,billing,0.2524,success
9a1dc255,junior_juan,ci/cd-proyecto,rollback migration module,push,13,28,111,139,462,227,153,quality-and-testing,3,database,1,14,0,0,0,0,0,0,0,0,0,0,0,1,rollback,migration,0.5514,failure
31f9685b,junior_juan,ci/cd-proyecto,add api module,push,13,644,313,957,639,199,356,security-and-build,4,timeout,2,7,0,0,0,0,0,0,1,0,0,0,0,0,add,api,0.8088,failure
7c2d8baf,carlos_dev,feature/pagos,merge login module,pull_request,18,618,187,805,476,256,183,quality-and-testing,1,database,4,21,0,0,1,0,0,0,0,0,1,0,0,0,merge,login,0.5321,failure
164344b7,carlos_dev,ci/cd-proyecto,fix docker module,pull_request,8,309,0,309,463,208,228,none,0,none,4,4,0,0,0,0,1,0,0,0,0,0,0,0,fix,docker,0.3155,success
8ac26dc1,junior_juan,release/v1,add dashboard module,pull_request,20,211,320,531,476,160,249,none,0,none,6,20,1,0,0,0,0,0,0,1,0,0,0,0,add,dashboard,0.3658,success
6a98b9ec,anndrew492,feature/pagos,update api module,push,16,50,265,315,302,207,56,none,0,none,2,7,0,0,1,0,0,0,1,0,0,0,0,0,update,api,0.3474,success
a9a73c93,maria_backend,release/v1,update dashboard module,push,13,9,76,85,288,147,59,none,0,none,6,6,1,0,0,0,0,0,0,1,0,0,0,0,update,dashboard,0.2580,success
1ddcb7bd,maria_backend,ci/cd-proyecto,add environment module,push,8,474,91,565,577,212,309,none,0,none,2,5,0,0,0,0,0,0,0,0,0,0,1,0,add,environment,0.4500,success
2ec88935,maria_backend,feature/api,rollback billing module,pull_request,4,398,259,657,560,198,274,none,0,none,6,6,1,0,1,0,0,0,0,0,0,0,0,0,rollback,billing,0.1757,success
afdc3f39,anndrew492,feature/dashboard,rollback dependencies module,push,9,79,145,224,541,97,354,security-and-build,4,dependency,7,7,1,0,1,0,0,0,0,0,0,1,0,0,rollback,dependencies,0.6947,failure
83c11a05,junior_juan,release/v1,add api module,pull_request,7,436,283,719,533,281,171,none,0,none,5,10,0,0,0,0,0,0,1,0,0,0,0,0,add,api,0.4074,success
030a205e,carlos_dev,feature/pagos,add tests module,pull_request,17,10,323,333,275,26,167,none,0,none,5,12,0,0,1,0,0,0,0,0,0,0,0,0,add,tests,0.1561,success
b74f0e6f,maria_backend,release/v1,merge login module,pull_request,16,290,285,575,301,118,153,none,0,none,4,12,0,0,0,0,0,0,0,0,1,0,0,0,merge,login,0.4288,success
0ab77d7d,anndrew492,release/v1,merge tests module,pull_request,7,173,100,273,242,136,40,none,0,none,2,6,0,0,0,0,0,0,0,0,0,0,0,0,merge,tests,0.0300,success
9fdb0444,junior_juan,ci/cd-proyecto,merge security module,push,7,546,72,618,429,268,117,none,0,none,2,19,0,0,0,0,0,0,0,0,0,0,0,0,merge,security,0.2434,success
797919d8,maria_backend,feature/dashboard,update tests module,push,7,440,55,495,277,128,118,none,0,none,1,23,0,0,1,0,0,0,0,0,0,0,0,0,update,tests,0.2433,success
9e3c3af1,maria_backend,feature/api,update api module,push,17,289,27,316,263,116,101,none,0,none,5,14,0,0,1,0,0,0,1,0,0,0,0,0,update,api,0.4033,success
b15582ac,maria_backend,main,add dependencies module,push,14,160,37,197,410,86,246,security-and-build,1,dependency,6,9,1,0,0,1,0,0,0,0,0,1,0,0,add,dependencies,0.8805,failure
458168d5,junior_juan,ci/cd-proyecto,refactor tests module,push,15,397,208,605,405,112,253,none,0,none,2,8,0,0,0,0,0,0,0,0,0,0,0,0,refactor,tests,0.4479,success
abc4a8be,carlos_dev,ci/cd-proyecto,update dependencies module,push,22,469,285,754,420,199,203,security-and-build,1,dependency,4,8,0,0,0,0,0,0,0,0,0,1,0,0,update,dependencies,0.8937,failure
797d852e,maria_backend,feature/api,rollback billing module,push,8,598,186,784,404,137,181,none,0,none,7,13,1,0,1,0,0,0,0,0,0,0,0,0,rollback,billing,0.4407,success
c402ca2d,junior_juan,hotfix/urgente,refactor frontend module,push,5,126,293,419,276,17,207,security-and-build,3,timeout,6,22,1,1,0,0,0,0,0,1,0,0,0,0,refactor,frontend,0.7045,failure
31b6d719,junior_juan,hotfix/urgente,merge billing module,pull_request,14,376,353,729,479,213,257,quality-and-testing,4,database,7,18,1,1,0,0,0,0,0,0,0,0,0,0,merge,billing,0.7148,failure
17c9cdc4,maria_backend,release/v1,update migration module,pull_request,11,393,204,597,357,247,101,quality-and-testing,5,database,5,0,0,0,0,0,0,0,0,0,0,0,0,1,update,migration,0.4836,failure
b35a252a,carlos_dev,feature/api,update database module,push,10,546,255,801,566,301,247,quality-and-testing,4,database,6,18,1,0,1,0,0,1,0,0,0,0,0,0,update,database,0.6415,failure
b1389a2b,maria_backend,feature/dashboard,fix tests module,pull_request,17,458,276,734,487,214,246,none,0,none,7,20,1,0,1,0,0,0,0,0,0,0,0,0,fix,tests,0.3916,success
19ab2637,maria_backend,release/v1,merge dependencies module,push,8,483,356,839,809,264,502,security-and-build,4,dependency,1,15,0,0,0,0,0,0,0,0,0,1,0,0,merge,dependencies,0.7957,failure
cc8c60c8,junior_juan,feature/api,rollback dependencies module,push,20,189,151,340,414,76,284,security-and-build,3,dependency,4,12,0,0,1,0,0,0,0,0,0,1,0,0,rollback,dependencies,0.7164,failure
4d77e730,maria_backend,main,add migration module,pull_request,20,97,98,195,401,252,131,none,0,none,4,14,0,0,0,1,0,0,0,0,0,0,0,1,add,migration,0.2929,success
47913d8c,maria_backend,feature/api,update dependencies module,push,6,80,49,129,284,95,113,none,0,none,5,22,0,0,1,0,0,0,0,0,0,1,0,0,update,dependencies,0.3668,success
180afe25,junior_juan,hotfix/urgente,add security module,pull_request,8,491,321,812,415,214,134,security-and-build,3,security,7,12,1,1,0,0,0,0,0,0,0,0,0,0,add,security,0.6461,failure
6374b079,carlos_dev,main,merge login module,push,13,414,352,766,509,222,260,security-and-build,2,docker,1,23,0,0,0,1,0,0,0,0,1,0,0,0,merge,login,0.9200,failure
0d57e6ec,anndrew492,feature/pagos,refactor billing module,pull_request,8,257,188,445,220,72,66,none,0,none,2,15,0,0,1,0,0,0,0,0,0,0,0,0,refactor,billing,0.0300,success
a80c758c,anndrew492,main,refactor frontend module,push,13,187,221,408,408,192,163,none,0,none,5,19,0,0,0,1,0,0,0,1,0,0,0,0,refactor,frontend,0.3877,success
7df737b1,maria_backend,feature/api,merge migration module,push,14,257,75,332,508,280,213,quality-and-testing,1,database,2,20,0,0,1,0,0,0,0,0,0,0,0,1,merge,migration,0.5160,failure
